Index	Chemical_Name	ChEMBL_ID	Pubchem_ID	Uniprot_ID	Protein_Name	Gene_Name	Gene_ID	Confidence_Score	Source_database
28	NVP-TAE684	CHEMBL509032	16038120	Q04771	Activin receptor type-1 	ACVR1	90	0.845	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q16566	Calcium/calmodulin-dependent protein kinase type IV 	CAMK4	814	0.843	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9P0L2	Serine/threonine-protein kinase MARK1 	MARK1	4139	0.841	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9UQB9	Aurora kinase C 	AURKC	6795	0.836	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q15349	Ribosomal protein S6 kinase alpha-2 	RPS6KA2	6196	0.836	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q08881	Tyrosine-protein kinase ITK/TSK 	ITK	3702	0.834	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q13882	Protein-tyrosine kinase 6 	PTK6	5753	0.83	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q13464	Rho-associated protein kinase 1 	ROCK1	6093	0.827	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P21709	Ephrin type-A receptor 1 	EPHA1	2041	0.823	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q12852	Mitogen-activated protein kinase kinase kinase 12 	MAP3K12	7786	0.816	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q7KZI7	Serine/threonine-protein kinase MARK2 	MARK2	2011	0.811	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9HBH9	MAP kinase-interacting serine/threonine-protein kinase 2 	MKNK2	2872	0.811	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9H2K8	Serine/threonine-protein kinase TAO3 	TAOK3	51347	0.811	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O14757	Serine/threonine-protein kinase Chk1 	CHEK1	1111	0.811	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O14965	Aurora kinase A 	AURKA	6790	0.811	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P51617	Interleukin-1 receptor-associated kinase 1 	IRAK1	3654	0.809	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q02763	Angiopoietin-1 receptor 	TEK	7010	0.807	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P11362	Fibroblast growth factor receptor 1 	FGFR1	2260	0.804	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q13164	Mitogen-activated protein kinase 7 	MAPK7	5598	0.802	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O95747	Serine/threonine-protein kinase OSR1 	OXSR1	9943	0.802	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P07333	Macrophage colony-stimulating factor 1 receptor 	CSF1R	1436	0.802	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P06239	Tyrosine-protein kinase Lck 	LCK	3932	0.8	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P54646	5'-AMP-activated protein kinase catalytic subunit alpha-2 	PRKAA2	5563	0.8	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P33981	Dual specificity protein kinase TTK 	TTK	7272	0.798	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P0C264	Uncharacterized serine/threonine-protein kinase SBK3 	SBK3	100130827	0.788	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q86UX6	Serine/threonine-protein kinase 32C 	STK32C	282974	0.786	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P37023	Serine/threonine-protein kinase receptor R3 	ACVRL1	94	0.782	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O43283	Mitogen-activated protein kinase kinase kinase 13 	MAP3K13	9175	0.782	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q6XUX3	Dual serine/threonine and tyrosine protein kinase 	DSTYK	25778	0.782	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q8IVH8	Mitogen-activated protein kinase kinase kinase kinase 3 	MAP4K3	8491	0.763	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P53779	Mitogen-activated protein kinase 10 	MAPK10	5602	0.759	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P08581	Hepatocyte growth factor receptor 	MET	4233	0.759	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q8NEV4	Myosin-IIIa 	MYO3A	53904	0.759	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9NWZ3	Interleukin-1 receptor-associated kinase 4 	IRAK4	51135	0.737	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P29597	Non-receptor tyrosine-protein kinase TYK2 	TYK2	7297	0.737	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q15139	Serine/threonine-protein kinase D1 	PRKD1	5587	0.73	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q8WXR4	Myosin-IIIb 	MYO3B	140469	0.728	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P49760	Dual specificity protein kinase CLK2 	CLK2	1196	0.726	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O94804	Serine/threonine-protein kinase 10 	STK10	6793	0.726	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O94806	Serine/threonine-protein kinase D3 	PRKD3	23683	0.709	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q96D53	"Atypical kinase COQ8B, mitochondrial "	COQ8B	79934	0.704	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P22607	Fibroblast growth factor receptor 3 	FGFR3	2261	0.698	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q14680	Maternal embryonic leucine zipper kinase 	MELK	9833	0.69	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q13557	Calcium/calmodulin-dependent protein kinase type II subunit delta 	CAMK2D	817	0.673	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P22455	Fibroblast growth factor receptor 4 	FGFR4	2264	0.668	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P10721	Mast/stem cell growth factor receptor Kit 	KIT	3815	0.668	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9HAZ1	Dual specificity protein kinase CLK4 	CLK4	57396	0.668	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9Y2U5	Mitogen-activated protein kinase kinase kinase 2 	MAP3K2	10746	0.668	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P09769	Tyrosine-protein kinase Fgr 	FGR	2268	0.648	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9UF33	Ephrin type-A receptor 6 	EPHA6	285220	0.648	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P35916	Vascular endothelial growth factor receptor 3 	FLT4	2324	0.646	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O75116	Rho-associated protein kinase 2 	ROCK2	9475	0.629	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P51451	Tyrosine-protein kinase Blk 	BLK	640	0.629	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q16620	BDNF/NT-3 growth factors receptor 	NTRK2	4915	0.629	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q96PF2	Testis-specific serine/threonine-protein kinase 2 	TSSK2	23617	0.619	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P00533	Epidermal growth factor receptor 	EGFR	1956	0.619	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q92918	Mitogen-activated protein kinase kinase kinase kinase 1 	MAP4K1	11184	0.611	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q08345	Epithelial discoidin domain-containing receptor 1 	DDR1	780	0.611	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q04912	Macrophage-stimulating protein receptor 	MST1R	4486	0.607	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q96GD4	Aurora kinase B 	AURKB	9212	0.594	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9UEW8	STE20/SPS1-related proline-alanine-rich protein kinase 	STK39	27347	0.594	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P09619	Platelet-derived growth factor receptor beta 	PDGFRB	5159	0.594	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P45985	Dual specificity mitogen-activated protein kinase kinase 4 	MAP2K4	6416	0.594	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P07949	Proto-oncogene tyrosine-protein kinase receptor Ret 	RET	5979	0.594	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q13555	Calcium/calmodulin-dependent protein kinase type II subunit gamma 	CAMK2G	818	0.578	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9BZL6	Serine/threonine-protein kinase D2 	PRKD2	25865	0.577	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P45983	Mitogen-activated protein kinase 8 	MAPK8	5599	0.577	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9Y616	Interleukin-1 receptor-associated kinase 3 	IRAK3	11213	0.577	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9H3Y6	Tyrosine-protein kinase Srms 	SRMS	6725	0.577	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q15418	Ribosomal protein S6 kinase alpha-1 	RPS6KA1	6195	0.577	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O43318	Mitogen-activated protein kinase kinase kinase 7 	MAP3K7	6885	0.577	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P46734	Dual specificity mitogen-activated protein kinase kinase 3 	MAP2K3	5606	0.561	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P00519	Tyrosine-protein kinase ABL1 	ABL1	25	0.561	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P36894	Bone morphogenetic protein receptor type-1A 	BMPR1A	657	0.561	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O75460	Serine/threonine-protein kinase/endoribonuclease IRE1 	ERN1	2081	0.546	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P42680	Tyrosine-protein kinase Tec 	TEC	7006	0.546	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9Y4K4	Mitogen-activated protein kinase kinase kinase kinase 5 	MAP4K5	11183	0.531	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q8IWQ3	Serine/threonine-protein kinase BRSK2 	BRSK2	9024	0.531	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q12851	Mitogen-activated protein kinase kinase kinase kinase 2 	MAP4K2	5871	0.531	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P50613	Cyclin-dependent kinase 7 	CDK7	1022	0.531	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P36897	TGF-beta receptor type-1 	TGFBR1	7046	0.531	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q15303	Receptor tyrosine-protein kinase erbB-4 	ERBB4	2066	0.527	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q13163	Dual specificity mitogen-activated protein kinase kinase 5 	MAP2K5	5607	0.517	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q15375	Ephrin type-A receptor 7 	EPHA7	2045	0.517	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P12931	Proto-oncogene tyrosine-protein kinase Src 	SRC	6714	0.516	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q8TD08	Mitogen-activated protein kinase 15 	MAPK15	225689	0.503	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9H4B4	Serine/threonine-protein kinase PLK3 	PLK3	1263	0.503	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P49761	Dual specificity protein kinase CLK3 	CLK3	1198	0.503	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P04626	Receptor tyrosine-protein kinase erbB-2 	ERBB2	2064	0.494	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q15746	"Myosin light chain kinase, smooth muscle "	MYLK	4638	0.49	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q8IU85	Calcium/calmodulin-dependent protein kinase type 1D 	CAMK1D	57118	0.477	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q13237	cGMP-dependent protein kinase 2 	PRKG2	5593	0.465	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P21802	Fibroblast growth factor receptor 2 	FGFR2	2263	0.454	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P37173	TGF-beta receptor type-2 	TGFBR2	7048	0.454	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q15046	Lysine--tRNA ligase 	KARS	3735	0.451	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q8TDR2	Serine/threonine-protein kinase 35 	STK35	140901	0.443	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O15146	"Muscle, skeletal receptor tyrosine-protein kinase "	MUSK	4593	0.443	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q8TDC3	Serine/threonine-protein kinase BRSK1 	BRSK1	84446	0.439	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P45984	Mitogen-activated protein kinase 9 	MAPK9	5601	0.421	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9NRH2	SNF-related serine/threonine-protein kinase 	SNRK	54861	0.402	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P23458	Tyrosine-protein kinase JAK1 	JAK1	3716	0.402	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P28482	Mitogen-activated protein kinase 1 	MAPK1	5594	0.402	STITCH
29	Wortmannin	CHEMBL428496	312145	P48736	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"	PIK3CG	5294	1	DrugBank
29	Wortmannin	CHEMBL428496	312145	P53350	Serine/threonine-protein kinase PLK1	PLK1	5347	1	DrugBank
29	Wortmannin	CHEMBL428496	312145	P27986	Phosphatidylinositol 3-kinase regulatory subunit alpha	PIK3R1	5295	1	DrugBank
29	Wortmannin	CHEMBL428496	312145	P42336	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	PIK3CA	5290	1	DrugBank
29	Wortmannin	CHEMBL428496	312145	Q9H4B4	Serine/threonine-protein kinase PLK3 	PLK3	1263	0.954	STITCH
29	Wortmannin	CHEMBL428496	312145	Q15746	"Myosin light chain kinase, smooth muscle "	MYLK	4638	0.844	STITCH
29	Wortmannin	CHEMBL428496	312145	Q9NYY3	Serine/threonine-protein kinase PLK2 	PLK2	10769	0.812	STITCH
29	Wortmannin	CHEMBL428496	312145	O00329	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform "	PIK3CD	5293	0.805	STITCH
29	Wortmannin	CHEMBL428496	312145	P42338	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform "	PIK3CB	5291	0.753	STITCH
29	Wortmannin	CHEMBL428496	312145	P42345	Serine/threonine-protein kinase mTOR 	MTOR	2475	0.699	STITCH
29	Wortmannin	CHEMBL428496	312145	O00444	Serine/threonine-protein kinase PLK4 	PLK4	10733	0.64	STITCH
29	Wortmannin	CHEMBL428496	312145	Q496M5	Inactive serine/threonine-protein kinase PLK5 	PLK5	126520	0.64	STITCH
29	Wortmannin	CHEMBL428496	312145	P78527	DNA-dependent protein kinase catalytic subunit 	PRKDC	5591	0.585	STITCH
30	PDE-V-Inhibitor II	CHEMBL138504	9844109	O76074	"cGMP-specific 3',5'-cyclic phosphodiesterase "	PDE5A	8654	0.848	STITCH
30	PDE-V-Inhibitor II	CHEMBL138504	9844109	Q9HCR9	"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A "	PDE11A	50940	0.568	STITCH
30	PDE-V-Inhibitor II	CHEMBL138504	9844109	P16499	"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha "	PDE6A	5145	0.457	STITCH
30	PDE-V-Inhibitor II	CHEMBL138504	9844109	P35913	"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta "	PDE6B	5158	0.457	STITCH
30	PDE-V-Inhibitor II	CHEMBL138504	9844109	P51160	"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' "	PDE6C	5146	0.457	STITCH
30	PDE-V-Inhibitor II	CHEMBL138504	9844109	O00408	"cGMP-dependent 3',5'-cyclic phosphodiesterase "	PDE2A	5138	0.428	STITCH
30	PDE-V-Inhibitor II	CHEMBL138504	9844109	Q9Y233	"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A "	PDE10A	10846	0.428	STITCH
31	TPCA-1	CHEMBL257167	9903786	P23458	Tyrosine-protein kinase JAK1 	JAK1	3716	0.893	STITCH
31	TPCA-1	CHEMBL257167	9903786	Q07912	Activated CDC42 kinase 1 	TNK2	10188	0.892	STITCH
31	TPCA-1	CHEMBL257167	9903786	P29597	Non-receptor tyrosine-protein kinase TYK2 	TYK2	7297	0.891	STITCH
31	TPCA-1	CHEMBL257167	9903786	O60674	Tyrosine-protein kinase JAK2 	JAK2	3717	0.888	STITCH
31	TPCA-1	CHEMBL257167	9903786	O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta 	IKBKB	3551	0.882	STITCH
31	TPCA-1	CHEMBL257167	9903786	P36888	Receptor-type tyrosine-protein kinase FLT3 	FLT3	2322	0.86	STITCH
31	TPCA-1	CHEMBL257167	9903786	O60285	NUAK family SNF1-like kinase 1 	NUAK1	9891	0.84	STITCH
31	TPCA-1	CHEMBL257167	9903786	P07949	Proto-oncogene tyrosine-protein kinase receptor Ret 	RET	5979	0.832	STITCH
31	TPCA-1	CHEMBL257167	9903786	Q9Y5S2	Serine/threonine-protein kinase MRCK beta 	CDC42BPB	9578	0.8	STITCH
31	TPCA-1	CHEMBL257167	9903786	P80192	Mitogen-activated protein kinase kinase kinase 9 	MAP3K9	4293	0.798	STITCH
31	TPCA-1	CHEMBL257167	9903786	Q96GD4	Aurora kinase B 	AURKB	9212	0.797	STITCH
31	TPCA-1	CHEMBL257167	9903786	Q16288	NT-3 growth factor receptor 	NTRK3	4916	0.793	STITCH
31	TPCA-1	CHEMBL257167	9903786	P54762	Ephrin type-B receptor 1 	EPHB1	2047	0.734	STITCH
31	TPCA-1	CHEMBL257167	9903786	O14757	Serine/threonine-protein kinase Chk1 	CHEK1	1111	0.732	STITCH
31	TPCA-1	CHEMBL257167	9903786	P29317	Ephrin type-A receptor 2 	EPHA2	1969	0.624	STITCH
31	TPCA-1	CHEMBL257167	9903786	Q16584	Mitogen-activated protein kinase kinase kinase 11 	MAP3K11	4296	0.604	STITCH
31	TPCA-1	CHEMBL257167	9903786	O14965	Aurora kinase A 	AURKA	6790	0.592	STITCH
31	TPCA-1	CHEMBL257167	9903786	Q16620	BDNF/NT-3 growth factors receptor 	NTRK2	4915	0.551	STITCH
31	TPCA-1	CHEMBL257167	9903786	P53667	LIM domain kinase 1 	LIMK1	3984	0.531	STITCH
31	TPCA-1	CHEMBL257167	9903786	Q9UK32	Ribosomal protein S6 kinase alpha-6 	RPS6KA6	27330	0.531	STITCH
31	TPCA-1	CHEMBL257167	9903786	P07947	Tyrosine-protein kinase Yes 	YES1	7525	0.519	STITCH
31	TPCA-1	CHEMBL257167	9903786	Q15349	Ribosomal protein S6 kinase alpha-2 	RPS6KA2	6196	0.483	STITCH
31	TPCA-1	CHEMBL257167	9903786	P09769	Tyrosine-protein kinase Fgr 	FGR	2268	0.452	STITCH
31	TPCA-1	CHEMBL257167	9903786	Q9UQB9	Aurora kinase C 	AURKC	6795	0.437	STITCH
31	TPCA-1	CHEMBL257167	9903786	P19525	"Interferon-induced, double-stranded RNA-activated protein kinase "	EIF2AK2	5610	0.412	STITCH
31	TPCA-1	CHEMBL257167	9903786	Q15418	Ribosomal protein S6 kinase alpha-1 	RPS6KA1	6195	0.404	STITCH
32	STO-609	CHEMBL1182777	3467590	Q86V86	Serine/threonine-protein kinase pim-3 	PIM3	415116	0.894	STITCH
32	STO-609	CHEMBL1182777	3467590	Q96RR4	Calcium/calmodulin-dependent protein kinase kinase 2 	CAMKK2	10645	0.886	STITCH
32	STO-609	CHEMBL1182777	3467590	P19784	Casein kinase II subunit alpha' 	CSNK2A2	1459	0.863	STITCH
32	STO-609	CHEMBL1182777	3467590	Q9UHD2	Serine/threonine-protein kinase TBK1 	TBK1	29110	0.818	STITCH
32	STO-609	CHEMBL1182777	3467590	P29597	Non-receptor tyrosine-protein kinase TYK2 	TYK2	7297	0.796	STITCH
32	STO-609	CHEMBL1182777	3467590	Q16584	Mitogen-activated protein kinase kinase kinase 11 	MAP3K11	4296	0.788	STITCH
32	STO-609	CHEMBL1182777	3467590	P68400	Casein kinase II subunit alpha 	CSNK2A1	1457	0.741	STITCH
32	STO-609	CHEMBL1182777	3467590	Q12851	Mitogen-activated protein kinase kinase kinase kinase 2 	MAP4K2	5871	0.617	STITCH
32	STO-609	CHEMBL1182777	3467590	Q9Y463	Dual specificity tyrosine-phosphorylation-regulated kinase 1B 	DYRK1B	9149	0.586	STITCH
32	STO-609	CHEMBL1182777	3467590	P53355	Death-associated protein kinase 1 	DAPK1	1612	0.574	STITCH
32	STO-609	CHEMBL1182777	3467590	O60285	NUAK family SNF1-like kinase 1 	NUAK1	9891	0.569	STITCH
32	STO-609	CHEMBL1182777	3467590	Q9P1W9	Serine/threonine-protein kinase pim-2 	PIM2	11040	0.562	STITCH
32	STO-609	CHEMBL1182777	3467590	O95819	Mitogen-activated protein kinase kinase kinase kinase 4 	MAP4K4	9448	0.537	STITCH
32	STO-609	CHEMBL1182777	3467590	P19525	"Interferon-induced, double-stranded RNA-activated protein kinase "	EIF2AK2	5610	0.487	STITCH
32	STO-609	CHEMBL1182777	3467590	P52333	Tyrosine-protein kinase JAK3 	JAK3	3718	0.483	STITCH
32	STO-609	CHEMBL1182777	3467590	Q9Y4K4	Mitogen-activated protein kinase kinase kinase kinase 5 	MAP4K5	11183	0.48	STITCH
32	STO-609	CHEMBL1182777	3467590	O15146	"Muscle, skeletal receptor tyrosine-protein kinase "	MUSK	4593	0.479	STITCH
32	STO-609	CHEMBL1182777	3467590	Q9BUB5	MAP kinase-interacting serine/threonine-protein kinase 1 	MKNK1	8569	0.471	STITCH
32	STO-609	CHEMBL1182777	3467590	Q92630	Dual specificity tyrosine-phosphorylation-regulated kinase 2 	DYRK2	8445	0.423	STITCH
32	STO-609	CHEMBL1182777	3467590	O43293	Death-associated protein kinase 3 	DAPK3	1613	0.414	STITCH
33	Bosutinib	CHEMBL288441	5328940	P00519	Tyrosine-protein kinase ABL1	ABL1	25	1	DrugBank
33	Bosutinib	CHEMBL288441	5328940	P07948	Tyrosine-protein kinase Lyn	LYN	4067	1	DrugBank
33	Bosutinib	CHEMBL288441	5328940	P08631	Tyrosine-protein kinase HCK	HCK	3055	1	DrugBank
33	Bosutinib	CHEMBL288441	5328940	P11274	Breakpoint cluster region protein	BCR	613	1	DrugBank
33	Bosutinib	CHEMBL288441	5328940	P12931	Proto-oncogene tyrosine-protein kinase Src	SRC	6714	1	DrugBank
33	Bosutinib	CHEMBL288441	5328940	P24941	Cyclin-dependent kinase 2	CDK2	1017	1	DrugBank
33	Bosutinib	CHEMBL288441	5328940	P36507	Dual specificity mitogen-activated protein kinase kinase 2	MAP2K2	5605	1	DrugBank
33	Bosutinib	CHEMBL288441	5328940	Q02750	Dual specificity mitogen-activated protein kinase kinase 1	MAP2K1	5604	1	DrugBank
33	Bosutinib	CHEMBL288441	5328940	Q13555	Calcium/calmodulin-dependent protein kinase type II subunit gamma	CAMK2G	818	1	DrugBank
33	Bosutinib	CHEMBL288441	5328940	Q9Y2U5	Mitogen-activated protein kinase kinase kinase 2	MAP3K2	10746	1	DrugBank
33	Bosutinib	CHEMBL288441	5328940	P51451	Tyrosine-protein kinase Blk 	BLK	640	0.963	STITCH
33	Bosutinib	CHEMBL288441	5328940	P06239	Tyrosine-protein kinase Lck 	LCK	3932	0.932	STITCH
33	Bosutinib	CHEMBL288441	5328940	P42684	Abelson tyrosine-protein kinase 2 	ABL2	27	0.931	STITCH
33	Bosutinib	CHEMBL288441	5328940	P42685	Tyrosine-protein kinase FRK 	FRK	2444	0.931	STITCH
33	Bosutinib	CHEMBL288441	5328940	P07947	Tyrosine-protein kinase Yes 	YES1	7525	0.929	STITCH
33	Bosutinib	CHEMBL288441	5328940	Q06187	Tyrosine-protein kinase BTK 	BTK	695	0.928	STITCH
33	Bosutinib	CHEMBL288441	5328940	P09769	Tyrosine-protein kinase Fgr 	FGR	2268	0.926	STITCH
33	Bosutinib	CHEMBL288441	5328940	P06241	Tyrosine-protein kinase Fyn 	FYN	2534	0.921	STITCH
33	Bosutinib	CHEMBL288441	5328940	Q9UF33	Ephrin type-A receptor 6 	EPHA6	285220	0.918	STITCH
33	Bosutinib	CHEMBL288441	5328940	P29320	Ephrin type-A receptor 3 	EPHA3	2042	0.916	STITCH
33	Bosutinib	CHEMBL288441	5328940	P29322	Ephrin type-A receptor 8 	EPHA8	2046	0.912	STITCH
33	Bosutinib	CHEMBL288441	5328940	P29323	Ephrin type-B receptor 2 	EPHB2	2048	0.912	STITCH
33	Bosutinib	CHEMBL288441	5328940	P41240	Tyrosine-protein kinase CSK 	CSK	1445	0.911	STITCH
33	Bosutinib	CHEMBL288441	5328940	P54760	Ephrin type-B receptor 4 	EPHB4	2050	0.911	STITCH
33	Bosutinib	CHEMBL288441	5328940	P29317	Ephrin type-A receptor 2 	EPHA2	1969	0.906	STITCH
33	Bosutinib	CHEMBL288441	5328940	P51813	Cytoplasmic tyrosine-protein kinase BMX 	BMX	660	0.904	STITCH
33	Bosutinib	CHEMBL288441	5328940	O95819	Mitogen-activated protein kinase kinase kinase kinase 4 	MAP4K4	9448	0.899	STITCH
33	Bosutinib	CHEMBL288441	5328940	P21860	Receptor tyrosine-protein kinase erbB-3 	ERBB3	2065	0.899	STITCH
33	Bosutinib	CHEMBL288441	5328940	P54762	Ephrin type-B receptor 1 	EPHB1	2047	0.899	STITCH
33	Bosutinib	CHEMBL288441	5328940	Q15303	Receptor tyrosine-protein kinase erbB-4 	ERBB4	2066	0.899	STITCH
33	Bosutinib	CHEMBL288441	5328940	Q8N4C8	Misshapen-like kinase 1 	MINK1	50488	0.899	STITCH
33	Bosutinib	CHEMBL288441	5328940	Q9Y4K4	Mitogen-activated protein kinase kinase kinase kinase 5 	MAP4K5	11183	0.899	STITCH
33	Bosutinib	CHEMBL288441	5328940	O14976	Cyclin-G-associated kinase 	GAK	2580	0.898	STITCH
33	Bosutinib	CHEMBL288441	5328940	P54764	Ephrin type-A receptor 4 	EPHA4	2043	0.898	STITCH
33	Bosutinib	CHEMBL288441	5328940	Q8TDR2	Serine/threonine-protein kinase 35 	STK35	140901	0.898	STITCH
33	Bosutinib	CHEMBL288441	5328940	Q9H0K1	Serine/threonine-protein kinase SIK2 	SIK2	23235	0.898	STITCH
33	Bosutinib	CHEMBL288441	5328940	Q12851	Mitogen-activated protein kinase kinase kinase kinase 2 	MAP4K2	5871	0.897	STITCH
33	Bosutinib	CHEMBL288441	5328940	P00533	Epidermal growth factor receptor 	EGFR	1956	0.896	STITCH
33	Bosutinib	CHEMBL288441	5328940	Q07912	Activated CDC42 kinase 1 	TNK2	10188	0.896	STITCH
33	Bosutinib	CHEMBL288441	5328940	Q9H2G2	STE20-like serine/threonine-protein kinase 	SLK	9748	0.894	STITCH
33	Bosutinib	CHEMBL288441	5328940	Q16584	Mitogen-activated protein kinase kinase kinase 11 	MAP3K11	4296	0.893	STITCH
33	Bosutinib	CHEMBL288441	5328940	Q8IVH8	Mitogen-activated protein kinase kinase kinase kinase 3 	MAP4K3	8491	0.893	STITCH
